web-scraper-order,web-scraper-start-url,Types_habits,Prix,Adresse,Image_lien,Image_lien-href
"1739226162-1366","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble pantalon enfant","12 000CFA","Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pantalon-enfant-1810071"
"1739226162-1367","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble Vêtement Nike - enfant","Prix sur demande","Sicap-Liberté, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-vetement-nike-enfant-1804137"
"1739226162-1368","https://sn.coinafrique.com/categorie/vetements-enfants","Maillot enfant original","5 000CFA","Point E, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/maillot-enfant-original-1803131"
"1739226162-1369","https://sn.coinafrique.com/categorie/vetements-enfants","Pack de 5 barboteuses","6 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/pack-de-5-barboteuses-1797916"
"1739226162-1370","https://sn.coinafrique.com/categorie/vetements-enfants","Sortie de bain bébé","9 000CFA","Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/sortie-de-bain-bebe-1797422"
"1739226162-1371","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","Prix sur demande","HLM, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1790174"
"1739226162-1372","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble bébé","5 000CFA","HLM, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-1790170"
"1739226162-1373","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-1790165"
"1739226162-1374","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble bébé 6 mois","Prix sur demande","HLM, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-6-mois-1790162"
"1739226162-1375","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant fille","5 000CFA","Point E, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-fille-1784678"
"1739226162-1376","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","10 000CFA","Dakar-Plateau, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-1784556"
"1739226162-1377","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","10 000CFA","Dakar-Plateau, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-1784551"
"1739226162-1378","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","10 000CFA","Dakar-Plateau, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1784540"
"1739226162-1379","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","10 000CFA","Dakar-Plateau, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1784533"
"1739226162-1380","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","5 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-1783768"
"1739226162-1381","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","5 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-1773838"
"1739226162-1382","https://sn.coinafrique.com/categorie/vetements-enfants","Boxer slip fille","3 500CFA","Fass, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/boxer-slip-fille-1738625"
"1739226162-1383","https://sn.coinafrique.com/categorie/vetements-enfants","Habits pour enfants","1 500CFA","Grand Dakar, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/habits-pour-enfants-1730070"
"1739226162-1384","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","5 000CFA","Point E, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-1720893"
"1739226162-1385","https://sn.coinafrique.com/categorie/vetements-enfants","Robe","10 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-1719896"
"1739226162-1386","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","10 000CFA","Yoff, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1703264"
"1739226162-1387","https://sn.coinafrique.com/categorie/vetements-enfants","Tenues mardi-gras","20 000CFA","Les Parcelles Assainies, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/tenues-mardi-gras-1697316"
"1739226162-1388","https://sn.coinafrique.com/categorie/vetements-enfants","Robe d'été enfants","10 000CFA","Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-dete-enfants-1689763"
"1739226162-1389","https://sn.coinafrique.com/categorie/vetements-enfants","Boxers enfants","7 000CFA","Patte d'Oie, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/boxers-enfants-1680030"
"1739226162-1390","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-1656848"
"1739226162-1391","https://sn.coinafrique.com/categorie/vetements-enfants","Habits d'enfants","Prix sur demande","Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/habits-denfants-1649651"
"1739226162-1392","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble short","10 000CFA","Dakar-Plateau, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-short-1647670"
"1739226162-1393","https://sn.coinafrique.com/categorie/vetements-enfants","Haut bébé","Prix sur demande","Dakar Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/haut-bebe-1638505"
"1739226162-1394","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble complet","Prix sur demande","Dakar Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-complet-1638479"
"1739226162-1395","https://sn.coinafrique.com/categorie/vetements-enfants","Habits d'enfants","12 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/habits-denfants-1632221"
"1739226162-1396","https://sn.coinafrique.com/categorie/vetements-enfants","Cache couche","2 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/cache-couche-1608014"
"1739226162-1397","https://sn.coinafrique.com/categorie/vetements-enfants","Coffret sortie de bain","10 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/coffret-sortie-de-bain-1608013"
"1739226162-1398","https://sn.coinafrique.com/categorie/vetements-enfants","Tenues pour mardi-gras","25 000CFA","Les Parcelles Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/tenues-pour-mardi-gras-1607904"
"1739226162-1399","https://sn.coinafrique.com/categorie/vetements-enfants","Tenue mardi gras","25 000CFA","Les Parcelles Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-mardi-gras-1607901"
"1739226162-1400","https://sn.coinafrique.com/categorie/vetements-enfants","Tenue mardi gras","25 000CFA","Parcelle Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-mardi-gras-1607896"
"1739226162-1401","https://sn.coinafrique.com/categorie/vetements-enfants","Chemise enfant","5 000CFA","Thies Nord, Thiès, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/chemise-enfant-1566600"
"1739226162-1402","https://sn.coinafrique.com/categorie/vetements-enfants","Bombers pour enfants","15 000CFA","Dakar-Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/bombers-pour-enfants-1565490"
"1739226162-1403","https://sn.coinafrique.com/categorie/vetements-enfants","Robe bébé","8 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-bebe-1559518"
"1739226162-1404","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble bébé","5 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-1559514"
"1739226162-1405","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble bébé","6 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-1559510"
"1739226162-1406","https://sn.coinafrique.com/categorie/vetements-enfants","Complet bébé","6 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/complet-bebe-1559509"
"1739226162-1407","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé - 10 pièces","12 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-10-pieces-1559493"
"1739226162-1408","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé - 10 pièces","12 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-10-pieces-1559490"
"1739226162-1409","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé - 10 pièces","12 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-10-pieces-1559487"
"1739226162-1410","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","2 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1559425"
"1739226162-1411","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","2 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1559422"
"1739226162-1412","https://sn.coinafrique.com/categorie/vetements-enfants","Tenue de baptême  / 11 piéces","12 000CFA","HLM, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-de-bapteme-11-pieces-1552044"
"1739226162-1413","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant 6 à 14 ans","10 000CFA","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-6-a-14-ans-1544373"
"1739226162-1414","https://sn.coinafrique.com/categorie/vetements-enfants","Polo Lacoste","4 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/polo-lacoste-1543948"
"1739226162-1415","https://sn.coinafrique.com/categorie/vetements-enfants","Lacoste enfant","4 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-enfant-1543946"
"1739226162-1416","https://sn.coinafrique.com/categorie/vetements-enfants","Polo Lacoste 2-6 ans","4 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/polo-lacoste-2-6-ans-1543944"
"1739226162-1417","https://sn.coinafrique.com/categorie/vetements-enfants","Polo Lacoste 2-6 ans","4 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/polo-lacoste-2-6-ans-1543894"
"1739226162-1418","https://sn.coinafrique.com/categorie/vetements-enfants","Lacoste 2-6 ans","4 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-2-6-ans-1543891"
"1739226162-1419","https://sn.coinafrique.com/categorie/vetements-enfants","Lacoste enfant","4 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-enfant-1543886"
"1739226162-1420","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","7 000CFA","Ouakam, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-1526621"
"1739226162-1421","https://sn.coinafrique.com/categorie/vetements-enfants","Couverture bébé","5 000CFA","Les Parcelles Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/couverture-bebe-1514395"
"1739226162-1422","https://sn.coinafrique.com/categorie/vetements-enfants","Complet enfant","6 000CFA","Les Parcelles Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/complet-enfant-1514365"
"1739226162-1423","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","6 000CFA","Parcelle Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1514342"
"1739226162-1424","https://sn.coinafrique.com/categorie/vetements-enfants","Robes fillettes","12 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/robes-fillettes-1514274"
"1739226162-1425","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements pour bébé","400CFA","Yoff, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-bebe-1491193"
"1739226162-1426","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble Fille","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-1468508"
"1739226162-1427","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements Garçon","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-garcon-1468501"
"1739226162-1428","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble  enfants garçons","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-garcons-1468493"
"1739226162-1429","https://sn.coinafrique.com/categorie/vetements-enfants","Ensembles pour enfant","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-pour-enfant-1468335"
"1739226162-1430","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-1468327"
"1739226162-1431","https://sn.coinafrique.com/categorie/vetements-enfants","Jackets enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/jackets-enfant-1456400"
"1739226162-1432","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1442052"
"1739226162-1433","https://sn.coinafrique.com/categorie/vetements-enfants","Habit enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/habit-enfant-1441221"
"1739226162-1434","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements Enfants","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-1441047"
"1739226162-1435","https://sn.coinafrique.com/categorie/vetements-enfants","Blousons garçon - fille","15 000CFA","M'bour, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/blousons-garcon-fille-1410978"
"1739226162-1436","https://sn.coinafrique.com/categorie/vetements-enfants","Friperie","Prix sur demande","Rufisque, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-1398928"
"1739226162-1437","https://sn.coinafrique.com/categorie/vetements-enfants","Friperie de luxe","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-de-luxe-1398921"
"1739226162-1438","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement pour enfant","Prix sur demande","Yoff, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-pour-enfant-1397293"
"1739226162-1439","https://sn.coinafrique.com/categorie/vetements-enfants","Chemises enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/chemises-enfant-1393714"
"1739226162-1440","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson Enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-1393205"
"1739226162-1441","https://sn.coinafrique.com/categorie/vetements-enfants","Jogging enfant","Prix sur demande","Grand Yoff, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/jogging-enfant-1382782"
"1739226162-1442","https://sn.coinafrique.com/categorie/vetements-enfants","Blousons enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/blousons-enfant-1379507"
"1739226162-1443","https://sn.coinafrique.com/categorie/vetements-enfants","Habits pour enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/habits-pour-enfant-1379428"
"1739226162-1444","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1377864"
"1739226162-1445","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1377828"
"1739226162-1446","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1377818"
"1739226162-1447","https://sn.coinafrique.com/categorie/vetements-enfants","Grenouillère","6 500CFA","Grand Yoff, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-1373984"
"1739226162-1448","https://sn.coinafrique.com/categorie/vetements-enfants","Robe fillette","15 000CFA","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-1373672"
"1739226162-1449","https://sn.coinafrique.com/categorie/vetements-enfants","Robe fillette","13 000CFA","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-1373581"
"1739226162-1450","https://sn.coinafrique.com/categorie/vetements-enfants","Robe fillette","13 000CFA","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-1373563"
"1739226162-1451","https://sn.coinafrique.com/categorie/vetements-enfants","Pull enfant en cuir","12 000CFA","Pikine, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/pull-enfant-en-cuir-1370069"
"1739226162-1452","https://sn.coinafrique.com/categorie/vetements-enfants","Boxer slip fille","4 000CFA","Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/boxer-slip-fille-1344415"
"1739226162-1453","https://sn.coinafrique.com/categorie/vetements-enfants","Couches bébé et lingettes","30 000CFA","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/couches-bebe-et-lingettes-1335113"
"1739226162-1454","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements","Prix sur demande","Fann, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-1332961"
"1739226162-1455","https://sn.coinafrique.com/categorie/vetements-enfants","Robe - enfant","Prix sur demande","Fann, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-1330054"
"1739226162-1456","https://sn.coinafrique.com/categorie/vetements-enfants","Robes","9 000CFA","Fann, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/robes-1330043"
"1739226162-1457","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1318538"
"1739226162-1458","https://sn.coinafrique.com/categorie/vetements-enfants","Robe pour enfants","5 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-enfants-1317815"
"1739226162-1459","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1316993"
"1739226162-1460","https://sn.coinafrique.com/categorie/vetements-enfants","Robe brodé et bazin","7 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-brode-et-bazin-1311765"
"1739226162-1461","https://sn.coinafrique.com/categorie/vetements-enfants","Robe  pour enfants","5 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-enfants-1311757"
"1739226162-1462","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1308250"
"1739226162-1463","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble vêtements enfants","6 000CFA","Dakar-Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-vetements-enfants-1308244"
"1739226162-1464","https://sn.coinafrique.com/categorie/vetements-enfants","Robe princesse","10 000CFA","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-princesse-1306722"
"1739226162-1465","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements Enfants","Prix sur demande","Grand Yoff, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-1306088"
"1739226162-1466","https://sn.coinafrique.com/categorie/vetements-enfants","Robes et chemises enfants","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/robes-et-chemises-enfants-1305436"
"1739226162-1467","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants - 0 à 5 ans","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-0-a-5-ans-1304621"
"1739226162-1468","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","2 500CFA","Dakar Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1303712"
"1739226162-1469","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","3 000CFA","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1303699"
"1739226162-1470","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson enfant","Prix sur demande","Médina, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-1293363"
"1739226162-1471","https://sn.coinafrique.com/categorie/vetements-enfants","Bavoir bébé 0-3 ans","1 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/bavoir-bebe-0-3-ans-1284185"
"1739226162-1472","https://sn.coinafrique.com/categorie/vetements-enfants","Bavoir + chaussons bébé","2 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/bavoir-chaussons-bebe-1284009"
"1739226162-1473","https://sn.coinafrique.com/categorie/vetements-enfants","3 chaussettes bébé 0-1 an","1 500CFA","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/3-chaussettes-bebe-0-1-an-1283945"
"1739226162-1474","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants - 0 à 5 ans","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-0-a-5-ans-1282310"
"1739226162-1475","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants - 0 à 5 ans","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-0-a-5-ans-1282295"
"1739226162-1476","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson pour enfant","14 000CFA","Mboro, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfant-1277041"
"1739226162-1477","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1275582"
"1739226162-1478","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-1273024"
"1739226162-1479","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","3 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1265617"
"1739226162-1480","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","3 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1265573"
"1739226162-1481","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1260781"
"1739226162-1482","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","Prix sur demande","Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1260767"
